,caption,image_path,subset,split,pathology,roi_text,noisy_text,corrected_text,med_umls_ids,magnification,height,width,not_histology,single_wsi
74,The narrator discusses the presence of calcifications in abnormal elastic fibers that can be slightly brownish in color.,qQONmhOPMoM_image_a3200457-99de-4a50-868d-f25d65e98b60.jpg,quilt,train,"['Dermatopathology', 'Others', 'Soft tissue']","['Calcifications in abnormal elastic fibers', 'Membranous fat necrosis', 'Calcifications in abnormal elastic fibers', 'Membranous fat necrosis']"," Although it can be deep, often it'll replace the fat and it'll go deep and you can get calcifications in the little abnormal elastic fibers that can be slightly brownish in color in the little lollipop structure, so that would not be as good of an answer. And you usually don't see the membranous fat necrosis in that, which you see here also. So that wouldn't be a good choice. What about subcutaneous morphia? That's one thing that we could consider possibly, like a lipodystrophy sort of situation. You're thinking of something like maybe uncudicabra or something like that, variant of morphia? Possibly. Would that be good for this, do you like that one with this membranous fat necrosis change? No, because"," Although it can be deep, often it'replace the fat and it'll go deep and you can get calcifications in the little abnormal elastic fibers that can be slightly brownish in color in the little lollipop structure, so that would not be as good of an answer. And you usually don't see the membranous fat necrosis in that, which you see here also. So that wouldn't be a good choice. What about subcutaneous morphia? That's one thing that we could consider possibly, like a lipodystrophy sort of situation. You're thinking of something like maybe unclassifiable or something like that, variant of morphia? Possibly. Would that be good for this, do you like that one with this membranous fat necrosis change? No, because","[[{'entity': 'narrator', 'concept_id': 'C1135957', 'confidence': 0.7711340188980103}, {'entity': 'presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'calcifications', 'concept_id': 'C0006660', 'confidence': 1.0}, {'entity': 'abnormal', 'concept_id': 'C0205161', 'confidence': 1.0}, {'entity': 'elastic fibers', 'concept_id': 'C0230899', 'confidence': 0.9999999403953552}, {'entity': 'brownish', 'concept_id': 'C0332578', 'confidence': 0.9247111678123474}, {'entity': 'color', 'concept_id': 'C0009393', 'confidence': 1.0}], [{'entity': 'narrator', 'concept_id': 'C1135957', 'confidence': 0.7711340188980103}, {'entity': 'membranous', 'concept_id': 'C0025255', 'confidence': 1.0}, {'entity': 'fat necrosis', 'concept_id': 'C0015668', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
75,HNMT Antibody in Immunohistochemistry (IHC),00022000223881.jpg,laion,train,,,,,,,,,0,1
76,Good ti remember degenerated skeletal muscle fibers as mimickers of neoplasia. pathology bstpath,1485304878557802497_1.jpg,openpath,train,,,,,,,,,0,1
77,"HistopathologyClear cell renal cell carcinoma in intravascular thrombus (A) with histologic appearance similar to that of original renal cell carcinoma (B). (Hematoxylin & eosin staining, ×200.)",86e0bd9f-0803-4d7e-9fdc-5c8f7610928a_0.jpg,pubmed,train,,,,,,,,,0,1
78,"Presence of distended nerves and multiple nodules, suggestive of neurofibromatosis type 1 (NF1).",V-NTBJpFKS0_image_2ead3fdf-ba7e-44bd-8955-1378c8fd5f35.jpg,quilt,train,"['Soft tissue', 'Dermatopathology', 'Neuropathology']","['distended nerves', 'multiple nodules', 'plexiform neurofibromas', 'diffuse neurofibroma']"," So we've got the distended nerves, multiple nodules, and also something I often see in the context of NF1 particularly is that plexiform neurofibromas often have areas of diffuse neurofibroma, that is this kind of trickling, intervening neurofibroma that trickles into the adipose tissue and wraps around normal structures. You often have plexiform and diffuse neurofibroma coexisting with one"," So we've got the distended nerves, multiple nodules, and also something I often see in the context of NF1 particularly is that plexiform neurofibromas often have areas of diffuse neurofibroma, that is this kind of trickling, intervening neurofibroma that trickles into the adipose tissue and wraps around normal structures. You often have plexiform and diffuse neurofibroma coexisting with one","[[{'entity': 'Presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'distended nerves', 'concept_id': 'C0700124', 'confidence': 0.7606228590011597}, {'entity': 'multiple', 'concept_id': 'C0439064', 'confidence': 1.0}, {'entity': 'nodules', 'concept_id': 'C0028259', 'confidence': 1.0}, {'entity': 'neurofibromatosis type 1', 'concept_id': 'C0027831', 'confidence': 1.0}, {'entity': 'NF1', 'concept_id': 'C0027831', 'confidence': 0.9999999403953552}], [{'entity': 'Plexiform', 'concept_id': 'C0450207', 'confidence': 1.0}, {'entity': 'neurofibromas', 'concept_id': 'C0027830', 'confidence': 1.0}, {'entity': 'diffuse', 'concept_id': 'C0205219', 'confidence': 1.0}, {'entity': 'neurofibroma', 'concept_id': 'C0027830', 'confidence': 1.0}, {'entity': 'normal structures', 'concept_id': 'C0678594', 'confidence': 0.7832801342010498}]]",0.0,1080.0,1728.0,0,1
79,Plexiform neurofibromas can have areas of diffuse neurofibroma that wraps around normal structures.,V-NTBJpFKS0_image_2ead3fdf-ba7e-44bd-8955-1378c8fd5f35.jpg,quilt,train,"['Soft tissue', 'Dermatopathology', 'Neuropathology']","['distended nerves', 'multiple nodules', 'plexiform neurofibromas', 'diffuse neurofibroma']"," So we've got the distended nerves, multiple nodules, and also something I often see in the context of NF1 particularly is that plexiform neurofibromas often have areas of diffuse neurofibroma, that is this kind of trickling, intervening neurofibroma that trickles into the adipose tissue and wraps around normal structures. You often have plexiform and diffuse neurofibroma coexisting with one"," So we've got the distended nerves, multiple nodules, and also something I often see in the context of NF1 particularly is that plexiform neurofibromas often have areas of diffuse neurofibroma, that is this kind of trickling, intervening neurofibroma that trickles into the adipose tissue and wraps around normal structures. You often have plexiform and diffuse neurofibroma coexisting with one","[[{'entity': 'Presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'distended nerves', 'concept_id': 'C0700124', 'confidence': 0.7606228590011597}, {'entity': 'multiple', 'concept_id': 'C0439064', 'confidence': 1.0}, {'entity': 'nodules', 'concept_id': 'C0028259', 'confidence': 1.0}, {'entity': 'neurofibromatosis type 1', 'concept_id': 'C0027831', 'confidence': 1.0}, {'entity': 'NF1', 'concept_id': 'C0027831', 'confidence': 0.9999999403953552}], [{'entity': 'Plexiform', 'concept_id': 'C0450207', 'confidence': 1.0}, {'entity': 'neurofibromas', 'concept_id': 'C0027830', 'confidence': 1.0}, {'entity': 'diffuse', 'concept_id': 'C0205219', 'confidence': 1.0}, {'entity': 'neurofibroma', 'concept_id': 'C0027830', 'confidence': 1.0}, {'entity': 'normal structures', 'concept_id': 'C0678594', 'confidence': 0.7832801342010498}]]",0.0,1080.0,1728.0,0,1
80,"The distribution of CD163-positive M2 macrophae and microvessel in Kazakh esophageal squamous cell carcinoma (ESCC) and Cancer adjacent normal (CAN) tissues(A–D) Immunohistochemical staining of CD163, which was used as a marker of M2 macrophages and to evaluate the density of M2 macrophages in ESCC and CAN tissues. (A) and (B) showed the distribution of M2 macrophages in ESCC tumor stromal and islet, CD163 revealed diffuse staining of membranes and cytoplasm of M2 macrophages, and showed the high density of M2 macrophages located in ESCC tissues (especially in tumor stroma). (C) and (D) showed the distribution of M2 macrophages in CAN stroma and epithelia. A small number of CD163-positive M2 macrophages appear in CAN tissues. (E and F) Immunohistochemical staining of CD34, which was used to mark endothelial cells and to evaluate the microvessel density (MVD) in ESCC and CAN tissues. (E) showed high MVD in Kazakh ESCC tissues. (F) showed low MVD in Kazakh ESCC tissues.",83e3f1cf-8b40-4e8e-a9f1-925ca28ec1ee.jpg,pubmed,train,,,,,,,,,0,1
81,Inflammatory process is destroying the muscles.,rW3fQn21HPk_image_8e9465d0-f54b-45d5-a565-884ed99c6808.jpg,quilt,train,"['Hematopathology', 'Neuropathology', 'Soft tissue']","['Muscles are being destroyed by an inflammatory process.', 'Muscles are being destroyed by an inflammatory process.']"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the","[[{'entity': 'Inflammatory process', 'concept_id': 'C1155266', 'confidence': 0.8608354926109314}, {'entity': 'destroying', 'concept_id': 'C1948029', 'confidence': 1.0}, {'entity': 'muscles', 'concept_id': 'C0026845', 'confidence': 1.0}], [{'entity': 'Motor neurons', 'concept_id': 'C0026609', 'confidence': 1.0}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'ventral horns', 'concept_id': 'C0019939', 'confidence': 0.7838873863220215}, {'entity': 'affected', 'concept_id': 'C0392760', 'confidence': 0.9999998807907104}, {'entity': 'poliovirus', 'concept_id': 'C0206435', 'confidence': 1.0}], [{'entity': 'Poliomyelitis', 'concept_id': 'C0032371', 'confidence': 0.9999999403953552}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'horn', 'concept_id': 'C0019939', 'confidence': 1.0}]]",2.0,480.0,540.0,0,0
82,Motor neurons of the anterior or ventral horns are commonly affected by poliovirus.,rW3fQn21HPk_image_8e9465d0-f54b-45d5-a565-884ed99c6808.jpg,quilt,train,"['Hematopathology', 'Neuropathology', 'Soft tissue']","['Muscles are being destroyed by an inflammatory process.', 'Muscles are being destroyed by an inflammatory process.']"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the","[[{'entity': 'Inflammatory process', 'concept_id': 'C1155266', 'confidence': 0.8608354926109314}, {'entity': 'destroying', 'concept_id': 'C1948029', 'confidence': 1.0}, {'entity': 'muscles', 'concept_id': 'C0026845', 'confidence': 1.0}], [{'entity': 'Motor neurons', 'concept_id': 'C0026609', 'confidence': 1.0}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'ventral horns', 'concept_id': 'C0019939', 'confidence': 0.7838873863220215}, {'entity': 'affected', 'concept_id': 'C0392760', 'confidence': 0.9999998807907104}, {'entity': 'poliovirus', 'concept_id': 'C0206435', 'confidence': 1.0}], [{'entity': 'Poliomyelitis', 'concept_id': 'C0032371', 'confidence': 0.9999999403953552}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'horn', 'concept_id': 'C0019939', 'confidence': 1.0}]]",2.0,480.0,540.0,0,0
83,Poliomyelitis affects the anterior horn.,rW3fQn21HPk_image_8e9465d0-f54b-45d5-a565-884ed99c6808.jpg,quilt,train,"['Hematopathology', 'Neuropathology', 'Soft tissue']","['Muscles are being destroyed by an inflammatory process.', 'Muscles are being destroyed by an inflammatory process.']"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the"," controlling the muscle we just saw, are being destroyed. They are being destroyed by an inflammatory process. The chief and most common inflammatory process involving motor neurons of the anterior or ventral horns is the poliovirus. This is poliomyelitis of the anterior horn of the","[[{'entity': 'Inflammatory process', 'concept_id': 'C1155266', 'confidence': 0.8608354926109314}, {'entity': 'destroying', 'concept_id': 'C1948029', 'confidence': 1.0}, {'entity': 'muscles', 'concept_id': 'C0026845', 'confidence': 1.0}], [{'entity': 'Motor neurons', 'concept_id': 'C0026609', 'confidence': 1.0}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'ventral horns', 'concept_id': 'C0019939', 'confidence': 0.7838873863220215}, {'entity': 'affected', 'concept_id': 'C0392760', 'confidence': 0.9999998807907104}, {'entity': 'poliovirus', 'concept_id': 'C0206435', 'confidence': 1.0}], [{'entity': 'Poliomyelitis', 'concept_id': 'C0032371', 'confidence': 0.9999999403953552}, {'entity': 'anterior', 'concept_id': 'C0205094', 'confidence': 1.0}, {'entity': 'horn', 'concept_id': 'C0019939', 'confidence': 1.0}]]",2.0,480.0,540.0,0,0
84,Another example of a large object propelled into glomerular capillaries. A nest of clear cell RCC from a tumor nephrectomy in one of the adjacent glomeruli. GUpath coolfindingsinadjcentnonneoplasticparenchyma tissuetearkindaruinsthatotherwisenicepic,961926666024079360_0.jpg,openpath,train,,,,,,,,,0,1
85,"The lesion is a classic example of calciphylaxis, which can have a mortality rate of 6-80%.",GhdIeRkQEuM_image_fc4914e6-0c32-4ee4-8e1a-427fa922dde4.jpg,quilt,train,"['Dermatopathology', 'Soft tissue', 'Hematopathology']","['black eschar', 'gunmetal gray color', 'total necrotic epidermis', 'collagen', 'epidermis']"," Yes, this is a classic example of calcifylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calcifylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calcifylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calcifylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible."," Yes, this is a classic example of calciphylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calciphylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calciphylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calciphylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible.","[[{'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'mortality', 'concept_id': 'C0026565', 'confidence': 1.0}], [{'entity': 'gunmetal', 'concept_id': 'C3274904', 'confidence': 0.6378973722457886}, {'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'cutaneous infarction', 'concept_id': 'C0021308', 'confidence': 0.7916572093963623}], [{'entity': 'Calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'chronic form', 'concept_id': 'C0205191', 'confidence': 0.7796726226806641}, {'entity': 'medical emergency', 'concept_id': 'C0013964', 'confidence': 0.8723336458206177}]]",2.0,720.0,1280.0,0,0
86,The gunmetal gray color seen in the lesion is the earliest sign of cutaneous infarction.,GhdIeRkQEuM_image_fc4914e6-0c32-4ee4-8e1a-427fa922dde4.jpg,quilt,train,"['Dermatopathology', 'Soft tissue', 'Hematopathology']","['black eschar', 'gunmetal gray color', 'total necrotic epidermis', 'collagen', 'epidermis']"," Yes, this is a classic example of calcifylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calcifylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calcifylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calcifylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible."," Yes, this is a classic example of calciphylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calciphylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calciphylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calciphylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible.","[[{'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'mortality', 'concept_id': 'C0026565', 'confidence': 1.0}], [{'entity': 'gunmetal', 'concept_id': 'C3274904', 'confidence': 0.6378973722457886}, {'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'cutaneous infarction', 'concept_id': 'C0021308', 'confidence': 0.7916572093963623}], [{'entity': 'Calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'chronic form', 'concept_id': 'C0205191', 'confidence': 0.7796726226806641}, {'entity': 'medical emergency', 'concept_id': 'C0013964', 'confidence': 0.8723336458206177}]]",2.0,720.0,1280.0,0,0
87,Calciphylaxis can have a chronic form and may not always be a medical emergency.,GhdIeRkQEuM_image_fc4914e6-0c32-4ee4-8e1a-427fa922dde4.jpg,quilt,train,"['Dermatopathology', 'Soft tissue', 'Hematopathology']","['black eschar', 'gunmetal gray color', 'total necrotic epidermis', 'collagen', 'epidermis']"," Yes, this is a classic example of calcifylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calcifylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calcifylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calcifylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible."," Yes, this is a classic example of calciphylaxis. What do you think this lesion's going to look like? Yeah. And if you notice the picture down of both of them, if you look off to the side of the black eschar, which is the total necrotic epidermis with degenerative collagen, it's a combination of collagen and epidermis. That gunmetal gray color, that's the earliest sign of botanist infarction. If you see patients on day one when they get that, it'll look just kind of slightly grayish, maybe not even that gray yet. And then later on, it starts turning black like that. And that's when things are totally dead. So this is calciphylaxis. Get another slide to discuss some of the points here. We used to say it was 6% to 80% mortality. I'm not sure it's really true every time anymore. We see some patients have this kind of chronic form of calciphylaxis. I saw my first patient when I was a resident many years ago. The patient died like two days later. But we used to treat those patients like in an acute emergency with acute parathyroidectomy and that sort of thing. Now there's some of the patients that kind of live longer if they've had kidney transplants. They have a kind of chronic form of calciphylaxis. So it's not always a medical emergency like we used to think it was. But it's serious if you get it, obviously. So anyway, that shows the classic features of it. It's really a beautiful example of it. OK. All right. I think it's me. It's impossible.","[[{'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'mortality', 'concept_id': 'C0026565', 'confidence': 1.0}], [{'entity': 'gunmetal', 'concept_id': 'C3274904', 'confidence': 0.6378973722457886}, {'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}, {'entity': 'cutaneous infarction', 'concept_id': 'C0021308', 'confidence': 0.7916572093963623}], [{'entity': 'Calciphylaxis', 'concept_id': 'C0006666', 'confidence': 1.0}, {'entity': 'chronic form', 'concept_id': 'C0205191', 'confidence': 0.7796726226806641}, {'entity': 'medical emergency', 'concept_id': 'C0013964', 'confidence': 0.8723336458206177}]]",2.0,720.0,1280.0,0,0
88,"Reticulohistiocytomas have a fine density of cytoplasm, giving it a hazy appearance.",YeqVtwAZ_E8_image_cec5e58d-2d0a-43f4-9de7-1c64909a1bec.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Breast']",['Fine cytoplasm in reticulohistiocytoma.']," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohisteocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosi Dorfman, so otherwise known as sinus histiocytosis with massive"," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohistiocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosai-Dorfman, so otherwise known as sinus histiocytosis with massive","[[{'entity': 'Reticulohistiocytomas', 'concept_id': 'C0035290', 'confidence': 1.0}, {'entity': 'density', 'concept_id': 'C0178587', 'confidence': 0.9999999403953552}, {'entity': 'cytoplasm', 'concept_id': 'C0010834', 'confidence': 1.0}, {'entity': 'hazy', 'concept_id': 'C0344232', 'confidence': 0.8518422842025757}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}], [{'entity': 'Granular', 'concept_id': 'C0205248', 'confidence': 1.0}, {'entity': 'cell tumors', 'concept_id': 'C1956421', 'confidence': 0.8782677054405212}, {'entity': 'coarser', 'concept_id': 'C0205194', 'confidence': 0.8847165703773499}, {'entity': 'pinker', 'concept_id': 'C0556338', 'confidence': 0.6978515386581421}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}, {'entity': 'histology', 'concept_id': 'C0019638', 'confidence': 1.0}], [{'entity': 'sinus histiocytosis', 'concept_id': 'C0019625', 'confidence': 1.0}]]",2.0,720.0,1152.0,0,0
89,Granular cell tumors have a slightly coarser and pinker appearance in histology.,YeqVtwAZ_E8_image_cec5e58d-2d0a-43f4-9de7-1c64909a1bec.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Breast']",['Fine cytoplasm in reticulohistiocytoma.']," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohisteocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosi Dorfman, so otherwise known as sinus histiocytosis with massive"," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohistiocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosai-Dorfman, so otherwise known as sinus histiocytosis with massive","[[{'entity': 'Reticulohistiocytomas', 'concept_id': 'C0035290', 'confidence': 1.0}, {'entity': 'density', 'concept_id': 'C0178587', 'confidence': 0.9999999403953552}, {'entity': 'cytoplasm', 'concept_id': 'C0010834', 'confidence': 1.0}, {'entity': 'hazy', 'concept_id': 'C0344232', 'confidence': 0.8518422842025757}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}], [{'entity': 'Granular', 'concept_id': 'C0205248', 'confidence': 1.0}, {'entity': 'cell tumors', 'concept_id': 'C1956421', 'confidence': 0.8782677054405212}, {'entity': 'coarser', 'concept_id': 'C0205194', 'confidence': 0.8847165703773499}, {'entity': 'pinker', 'concept_id': 'C0556338', 'confidence': 0.6978515386581421}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}, {'entity': 'histology', 'concept_id': 'C0019638', 'confidence': 1.0}], [{'entity': 'sinus histiocytosis', 'concept_id': 'C0019625', 'confidence': 1.0}]]",2.0,720.0,1152.0,0,0
90,Rosai-Dorfman disease is also known as sinus histiocytosis.,YeqVtwAZ_E8_image_cec5e58d-2d0a-43f4-9de7-1c64909a1bec.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Breast']",['Fine cytoplasm in reticulohistiocytoma.']," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohisteocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosi Dorfman, so otherwise known as sinus histiocytosis with massive"," but it's probably the finest density of cytoplasm, whereas something like a granular cell tumor, something we call granular, to me, might be more like Atlantic beach sand, where it's just slightly more coarse and pinker in histology, not at the beach, okay? So here's another look at the reticulohistiocytoma. These oncocytic or round histiocytes, little bit two-tone, very fine cytoplasm, so fine that it looks hazy, okay. Rosai-Dorfman, so otherwise known as sinus histiocytosis with massive","[[{'entity': 'Reticulohistiocytomas', 'concept_id': 'C0035290', 'confidence': 1.0}, {'entity': 'density', 'concept_id': 'C0178587', 'confidence': 0.9999999403953552}, {'entity': 'cytoplasm', 'concept_id': 'C0010834', 'confidence': 1.0}, {'entity': 'hazy', 'concept_id': 'C0344232', 'confidence': 0.8518422842025757}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}], [{'entity': 'Granular', 'concept_id': 'C0205248', 'confidence': 1.0}, {'entity': 'cell tumors', 'concept_id': 'C1956421', 'confidence': 0.8782677054405212}, {'entity': 'coarser', 'concept_id': 'C0205194', 'confidence': 0.8847165703773499}, {'entity': 'pinker', 'concept_id': 'C0556338', 'confidence': 0.6978515386581421}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}, {'entity': 'histology', 'concept_id': 'C0019638', 'confidence': 1.0}], [{'entity': 'sinus histiocytosis', 'concept_id': 'C0019625', 'confidence': 1.0}]]",2.0,720.0,1152.0,0,0
91,"caseoftheday huge Russel bodies in multiple myeloma. HE (with shaped megak), CD138 and kappa light chain. hemepath myeloma Russell",850442826349465601_1.jpg,openpath,train,,,,,,,,,0,1
